Ticker,Name,Name_ZH,Date_Today,Date_Prev,Volume_Today,Volume_Prev,Pct_Change
0460.HK,SIHUAN PHARM,四环医药,2026-06-17,2026-06-16,17394000,36672000,-52.57%
0884.HK,CIFI HOLD GP,旭辉控股集团,2026-06-17,2026-06-16,35878000,75556400,-52.51%
2155.HK,MORIMATSU INTL,森松国际,2026-06-17,2026-06-16,7609000,4994000,+52.36%
0616.HK,ASSET CHAIN,财富链,2026-06-17,2026-06-16,4865000,10180000,-52.21%
9616.HK,NEUTECH GROUP,东软睿新集团,2026-06-17,2026-06-16,184800,121600,+51.97%
1313.HK,CR BLDG MAT TEC,华润建材科技,2026-06-17,2026-06-16,18352000,12086000,+51.85%
0355.HK,CENTURY C INT'L,世纪城市国际,2026-06-17,2026-06-16,868000,1798000,-51.72%
9633.HK,NONGFU SPRING,农夫山泉,2026-06-17,2026-06-16,4534698,2989490,+51.69%
6622.HK,ZHAOKE OPHTH-B,兆科眼科－Ｂ,2026-06-17,2026-06-16,588000,1217000,-51.68%
0410.HK,SOHO CHINA,ＳＯＨＯ中国,2026-06-17,2026-06-16,1158000,763500,+51.67%
0716.HK,SINGAMAS CONT,胜狮货柜,2026-06-17,2026-06-16,724000,478000,+51.46%
0822.HK,KA SHUI INT'L,嘉瑞国际,2026-06-17,2026-06-16,434000,894000,-51.45%
1180.HK,PARADISE ENT,汇彩控股,2026-06-17,2026-06-16,1300000,858500,+51.43%
0401.HK,WANJIA GROUP,万嘉集团,2026-06-17,2026-06-16,484181,320000,+51.31%
1121.HK,GOLDENSOLAR,金阳新能源,2026-06-17,2026-06-16,922000,1892000,-51.27%
0863.HK,OSL GROUP,ＯＳＬ集团,2026-06-17,2026-06-16,1592173,3265000,-51.24%
1952.HK,EVEREST MED,云顶新耀,2026-06-17,2026-06-16,4086083,2703600,+51.13%
3908.HK,CICC,中金公司,2026-06-17,2026-06-16,11857179,24256357,-51.12%
2255.HK,HAICHANG HLDG,海昌海洋公园,2026-06-17,2026-06-16,37026000,75697000,-51.09%
0087.HK,SWIRE PACIFIC B,太古股份公司Ｂ,2026-06-17,2026-06-16,489219,1000000,-51.08%
0695.HK,DONGWU CEMENT,东吴水泥,2026-06-17,2026-06-16,954000,1946000,-50.98%
0321.HK,TEXWINCA HOLD,德永佳集团,2026-06-17,2026-06-16,1784000,3628000,-50.83%
0968.HK,XINYI SOLAR,信义光能,2026-06-17,2026-06-16,27489810,55584315,-50.54%
0162.HK,CENTURY GINWA,世纪金花,2026-06-17,2026-06-16,712000,1438000,-50.49%
1300.HK,TRIGIANT,俊知集团,2026-06-17,2026-06-16,6746000,13626000,-50.49%
0637.HK,LEE KEE,利记,2026-06-17,2026-06-16,136000,274000,-50.36%
2129.HK,LEGION CONSO,LEGION CONSO,2026-06-17,2026-06-16,435000,875000,-50.29%
0472.HK,NEW SILKROAD,新丝路控股集团,2026-06-17,2026-06-16,310000,620000,-50.00%
0831.HK,CR ASIA,利亚零售,2026-06-17,2026-06-16,250000,500000,-50.00%
0145.HK,CCIAM FUTURE EN,信能低碳,2026-06-17,2026-06-16,144000,288000,-50.00%
2189.HK,KATO (HK) HLDGS,嘉涛（香港）控股,2026-06-17,2026-06-16,102229,204000,-49.89%
2236.HK,WISON ENGRG,惠生工程,2026-06-17,2026-06-16,613000,409000,+49.88%
1980.HK,TIANGE,天鸽互动,2026-06-17,2026-06-16,190000,379000,-49.87%
1002.HK,V.S. INT'L,威铖国际,2026-06-17,2026-06-16,184000,367000,-49.86%
0305.HK,WULING MOTORS,五菱汽车,2026-06-17,2026-06-16,860000,1710000,-49.71%
2552.HK,HUA MEDICINE-B,华领医药－Ｂ,2026-06-17,2026-06-16,1393000,2756700,-49.47%
6828.HK,BG BLUE SKY,北京燃气蓝天,2026-06-17,2026-06-16,1736000,3432000,-49.42%
6162.HK,TR INTERIORS,天瑞汽车内饰,2026-06-17,2026-06-16,2760000,5440000,-49.26%
1732.HK,XIANGXING INT,象兴国际,2026-06-17,2026-06-16,1940000,1300000,+49.23%
0103.HK,SHOUGANG CENT,首佳科技,2026-06-17,2026-06-16,106000,208000,-49.04%
2331.HK,LI NING,李宁,2026-06-17,2026-06-16,20777276,40744676,-49.01%
3313.HK,ARTGO HOLDINGS,雅高控股,2026-06-17,2026-06-16,657500,441500,+48.92%
1268.HK,MEIDONG AUTO,美东汽车,2026-06-17,2026-06-16,259596,174400,+48.85%
2209.HK,YESASIA HLDGS,喆丽控股,2026-06-17,2026-06-16,144000,281000,-48.75%
9888.HK,BIDU-SW,百度集团－ＳＷ,2026-06-17,2026-06-16,5926505,11559661,-48.73%
0550.HK,ALLEGRO CULTURE,律齐文化,2026-06-17,2026-06-16,1998000,1344000,+48.66%
0813.HK,SHIMAO GROUP,世茂集团,2026-06-17,2026-06-16,10232500,19843798,-48.43%
0136.HK,CHINA RUYI,中国儒意,2026-06-17,2026-06-16,78616000,152361736,-48.40%
1538.HK,ZHONG AO HOME,中奥到家,2026-06-17,2026-06-16,210000,406000,-48.28%
0371.HK,BJ ENT WATER,北控水务集团,2026-06-17,2026-06-16,10267000,19829313,-48.22%
1972.HK,SWIREPROPERTIES,太古地产,2026-06-17,2026-06-16,4120043,2781692,+48.11%
3708.HK,WORLD DIGI ECON,世界数字经济产业,2026-06-17,2026-06-16,660000,1270000,-48.03%
0780.HK,TONGCHENGTRAVEL,同程旅行,2026-06-17,2026-06-16,9435144,6375504,+47.99%
1592.HK,ANCHORSTONE,基石控股,2026-06-17,2026-06-16,18920000,36355000,-47.96%
8446.HK,BRIGHTSTAR TECH,耀星科技集团,2026-06-17,2026-06-16,624000,422000,+47.87%
1910.HK,SAMSONITE,新秀丽,2026-06-17,2026-06-16,2663477,1802621,+47.76%
3800.HK,GCL TECH,协鑫科技,2026-06-17,2026-06-16,219290413,148419944,+47.75%
9626.HK,BILIBILI-W,哔哩哔哩－Ｗ,2026-06-17,2026-06-16,3884664,7399367,-47.50%
3836.HK,HARMONY AUTO,和谐汽车,2026-06-17,2026-06-16,1234500,2346500,-47.39%
3900.HK,GREENTOWN CHINA,绿城中国,2026-06-17,2026-06-16,8464750,16057555,-47.28%
6806.HK,SWHY,申万宏源,2026-06-17,2026-06-16,10398400,19699200,-47.21%
1928.HK,SANDS CHINA LTD,金沙中国有限公司,2026-06-17,2026-06-16,11052692,20899960,-47.12%
1128.HK,WYNN MACAU,永利澳门,2026-06-17,2026-06-16,5247600,9905400,-47.02%
1848.HK,CALC,中国飞机租赁,2026-06-17,2026-06-16,207500,141500,+46.64%
9993.HK,RADIANCE HLDGS,金辉控股,2026-06-17,2026-06-16,82586000,56344000,+46.57%
3991.HK,CHANGHONG JH,长虹佳华,2026-06-17,2026-06-16,572000,1070000,-46.54%
0118.HK,COSMOS MACH,大同机械,2026-06-17,2026-06-16,1134000,2120000,-46.51%
1913.HK,PRADA,普拉达,2026-06-17,2026-06-16,957921,1788616,-46.44%
2100.HK,BAIOO,百奥家庭互动,2026-06-17,2026-06-16,1742000,1190000,+46.39%
2601.HK,CPIC,中国太保,2026-06-17,2026-06-16,16869461,11527135,+46.35%
1579.HK,YIHAI INTL,颐海国际,2026-06-17,2026-06-16,2587000,4818560,-46.31%
0467.HK,UNITEDENERGY GP,联合能源集团,2026-06-17,2026-06-16,25682600,47738750,-46.20%
6030.HK,CITIC SEC,中信证券,2026-06-17,2026-06-16,11056237,20545584,-46.19%
0322.HK,TINGYI,康师傅控股,2026-06-17,2026-06-16,18436643,12622607,+46.06%
0839.HK,CHINA EDU GROUP,中教控股,2026-06-17,2026-06-16,9363695,17268000,-45.77%
0412.HK,SDHG,山高控股,2026-06-17,2026-06-16,3654000,2508000,+45.69%
1523.HK,PLOVER BAY TECH,珩湾科技,2026-06-17,2026-06-16,928118,1707100,-45.63%
9608.HK,SUNDY SERVICE,宋都服务,2026-06-17,2026-06-16,3420000,2350000,+45.53%
0767.HK,ZHONG JI LS,中基长寿科学,2026-06-17,2026-06-16,660000,1208000,-45.36%
1683.HK,HOPE LIFE INT,旷逸国际,2026-06-17,2026-06-16,1316000,906000,+45.25%
8391.HK,CORNERSTONE TEC,基石科技控股,2026-06-17,2026-06-16,4616000,3180000,+45.16%
8450.HK,EDICO HOLDINGS,钜京控股,2026-06-17,2026-06-16,6400000,4410000,+45.12%
1751.HK,AI ENERGY ENG,智算能建,2026-06-17,2026-06-16,110000,200000,-45.00%
1757.HK,GLOBAL CHI BC,环球华商俱乐部,2026-06-17,2026-06-16,300260,207530,+44.68%
2048.HK,E-HOUSE ENT,易居企业控股,2026-06-17,2026-06-16,869400,1571100,-44.66%
3315.HK,GOLDPAC GROUP,金邦达宝嘉,2026-06-17,2026-06-16,337000,233000,+44.64%
2282.HK,MGM CHINA,美高梅中国,2026-06-17,2026-06-16,5827251,10526800,-44.64%
1606.HK,CDB LEASING,国银金租,2026-06-17,2026-06-16,1260000,2270000,-44.49%
0775.HK,CKLIFE SCIENCES,长江生命科技,2026-06-17,2026-06-16,1223060,2200000,-44.41%
6127.HK,JOINN,昭衍新药,2026-06-17,2026-06-16,1676872,1163232,+44.16%
0301.HK,SANVO CHEMICALS,三和精化,2026-06-17,2026-06-16,1357700,943187,+43.95%
9996.HK,PEIJIA-B,沛嘉医疗－Ｂ,2026-06-17,2026-06-16,895000,1596000,-43.92%
3690.HK,MEITUAN-W,美团－Ｗ,2026-06-17,2026-06-16,22509016,40104507,-43.87%
0227.HK,FIRST SHANGHAI,第一上海,2026-06-17,2026-06-16,248000,440000,-43.64%
3301.HK,RONSHINECHINA,融信中国,2026-06-17,2026-06-16,746500,520000,+43.56%
0618.HK,PKU RESOURCES,北大资源,2026-06-17,2026-06-16,184000,326000,-43.56%
0922.HK,ANXIANYUAN CH,安贤园中国,2026-06-17,2026-06-16,1450000,1010000,+43.56%
0568.HK,SHANDONG MOLONG,山东墨龙,2026-06-17,2026-06-16,40374800,28123600,+43.56%
1156.HK,CHINANEWENERGY,CHINANEWENERGY,2026-06-17,2026-06-16,384000,680000,-43.53%
3347.HK,TIGERMED,泰格医药,2026-06-17,2026-06-16,1555024,2752800,-43.51%
1070.HK,TCL ELECTRONICS,ＴＣＬ电子,2026-06-17,2026-06-16,5704000,10095524,-43.50%
2588.HK,BOC AVIATION,中银航空租赁,2026-06-17,2026-06-16,889174,620105,+43.39%
1119.HK,IDREAMSKY,创梦天地,2026-06-17,2026-06-16,2888800,2014800,+43.38%
2078.HK,PANASIALUM,荣阳实业,2026-06-17,2026-06-16,308000,215000,+43.26%
8659.HK,YIK WO INTL,易和国际控股,2026-06-17,2026-06-16,505000,890000,-43.26%
3318.HK,CHINA BOTON,中国波顿,2026-06-17,2026-06-16,432000,760303,-43.18%
0905.HK,WALNUT CAP,胡桃资本,2026-06-17,2026-06-16,160000,112000,+42.86%
1167.HK,JACOBIO-B,加科思－Ｂ,2026-06-17,2026-06-16,1938720,3392297,-42.85%
1894.HK,HANG YICK HLDGS,恒益控股,2026-06-17,2026-06-16,135000,236000,-42.80%
0752.HK,PICO FAR EAST,PICO FAR EAST,2026-06-17,2026-06-16,744544,1300000,-42.73%
0688.HK,CHINA OVERSEAS,中国海外发展,2026-06-17,2026-06-16,80118499,56136389,+42.72%
0737.HK,BAY AREA DEV,湾区发展,2026-06-17,2026-06-16,148000,258400,-42.72%
1209.HK,CHINA RES MIXC,华润万象生活,2026-06-17,2026-06-16,5109456,8906011,-42.63%
1963.HK,BCQ,重庆银行,2026-06-17,2026-06-16,2499229,1753680,+42.51%
3898.HK,TIMES ELECTRIC,时代电气,2026-06-17,2026-06-16,3458104,6015336,-42.51%
1617.HK,NANFANG COMM,南方通信,2026-06-17,2026-06-16,6608000,11476000,-42.42%
1912.HK,CONTEL,康特隆,2026-06-17,2026-06-16,2857000,4954500,-42.34%
0358.HK,JIANGXI COPPER,江西铜业股份,2026-06-17,2026-06-16,10270450,17813579,-42.34%
0605.HK,C FIN SERVICES,中国金融投资管理,2026-06-17,2026-06-16,114200,198000,-42.32%
9668.HK,CBHB,渤海银行,2026-06-17,2026-06-16,3787500,6564500,-42.30%
0433.HK,NORTH MINING,北方矿业,2026-06-17,2026-06-16,18140000,31440000,-42.30%
0953.HK,SHAW BROTHERS,邵氏兄弟控股,2026-06-17,2026-06-16,606000,426000,+42.25%
8646.HK,CHINA HONGGUANG,中国宏光,2026-06-17,2026-06-16,2772000,1950000,+42.15%
1599.HK,UCD,城建设计,2026-06-17,2026-06-16,296000,511000,-42.07%
3320.HK,CHINARES PHARMA,华润医药,2026-06-17,2026-06-16,7926500,5580830,+42.03%
3738.HK,VOBILE GROUP,阜博集团,2026-06-17,2026-06-16,9058000,15594000,-41.91%
2138.HK,EC HEALTHCARE,医思健康,2026-06-17,2026-06-16,208000,358000,-41.90%
0425.HK,MINTH GROUP,敏实集团,2026-06-17,2026-06-16,3433304,2420043,+41.87%
3718.HK,BJ ENT URBAN,北控城市资源,2026-06-17,2026-06-16,128000,220000,-41.82%
1676.HK,GAODI HOLDINGS,高地股份,2026-06-17,2026-06-16,6276000,4432000,+41.61%
6993.HK,BLUE MOON GROUP,蓝月亮集团,2026-06-17,2026-06-16,2111000,3600000,-41.36%
3668.HK,YANCOAL AUS,兖煤澳大利亚,2026-06-17,2026-06-16,4723700,3342600,+41.32%
0270.HK,GUANGDONG INV,粤海投资,2026-06-17,2026-06-16,8146182,13881762,-41.32%
1762.HK,WANKA ONLINE,万咖壹联,2026-06-17,2026-06-16,4985002,8492000,-41.30%
3983.HK,CHINA BLUECHEM,中海石油化学,2026-06-17,2026-06-16,3660000,2592000,+41.20%
1877.HK,JUNSHI BIO,君实生物,2026-06-17,2026-06-16,2616800,1853400,+41.19%
1345.HK,SH PIONEER HLDG,上海先锋控股,2026-06-17,2026-06-16,103000,73000,+41.10%
8087.HK,CHINA 33 GROUP,中国三三集团,2026-06-17,2026-06-16,135375,96000,+41.02%
0232.HK,CON AERO TECH,大陆航空科技控股,2026-06-17,2026-06-16,46520969,78810550,-40.97%
2005.HK,SSY GROUP,石四药集团,2026-06-17,2026-06-16,7484000,5314000,+40.84%
0883.HK,CNOOC,中国海洋石油,2026-06-17,2026-06-16,161481341,114726492,+40.75%
1918.HK,SUNAC,融创中国,2026-06-17,2026-06-16,138246000,233126800,-40.70%
2025.HK,RUIFENG POWER,瑞丰动力,2026-06-17,2026-06-16,422000,300000,+40.67%
0217.HK,CHINA CHENGTONG,中国诚通发展集团,2026-06-17,2026-06-16,2102000,3538000,-40.59%
2866.HK,COSCO SHIP DEV,中远海发,2026-06-17,2026-06-16,13588000,9674000,+40.46%
0762.HK,CHINA UNICOM,中国联通,2026-06-17,2026-06-16,40912703,29129786,+40.45%
0650.HK,PRODUCTIVE TECH,普达特科技,2026-06-17,2026-06-16,8908000,14944000,-40.39%
1460.HK,ICO GROUP,扬科集团,2026-06-17,2026-06-16,1040000,1744000,-40.37%
0686.HK,BJ ENERGY INTL,北京能源国际,2026-06-17,2026-06-16,443000,742000,-40.30%
6690.HK,HAIER SMARTHOME,海尔智家,2026-06-17,2026-06-16,10230688,17117514,-40.23%
0855.HK,CHINA WATER,中国水务,2026-06-17,2026-06-16,894000,638001,+40.13%
1842.HK,GROWN UP GROUP,植华集团,2026-06-17,2026-06-16,300000,500000,-40.00%
0012.HK,HENDERSON LAND,恒基地产,2026-06-17,2026-06-16,5355974,8922994,-39.98%
1044.HK,HENGAN INT'L,恒安国际,2026-06-17,2026-06-16,3095903,2211813,+39.97%
0836.HK,CHINA RES POWER,华润电力,2026-06-17,2026-06-16,19926649,14236336,+39.97%
0200.HK,MELCO INT'L DEV,新濠国际发展,2026-06-17,2026-06-16,3991782,6640384,-39.89%
1020.HK,CIPRUN TECH,中细软科技,2026-06-17,2026-06-16,3788000,2708000,+39.88%
3816.HK,KFM KINGDOM,ＫＦＭ金德,2026-06-17,2026-06-16,308000,512000,-39.84%
3808.HK,SINOTRUK,中国重汽,2026-06-17,2026-06-16,9548515,15853551,-39.77%
0179.HK,JOHNSON ELEC H,德昌电机控股,2026-06-17,2026-06-16,11748501,8413443,+39.64%
2728.HK,JINTAI ENERGY H,金泰能源控股,2026-06-17,2026-06-16,2876000,4748000,-39.43%
1999.HK,MAN WAH HLDGS,敏华控股,2026-06-17,2026-06-16,10246800,16888414,-39.33%
0921.HK,HISENSE HA,海信家电,2026-06-17,2026-06-16,707000,1165000,-39.31%
0636.HK,KLN,KLN,2026-06-17,2026-06-16,931500,669334,+39.17%
0623.HK,SINOMEDIA,中视金桥,2026-06-17,2026-06-16,1114000,801000,+39.08%
0257.HK,EB ENVIRONMENT,光大环境,2026-06-17,2026-06-16,14867639,10689932,+39.08%
3993.HK,CMOC,洛阳钼业,2026-06-17,2026-06-16,45207230,74082097,-38.98%
1957.HK,MBV INTL,大人国际,2026-06-17,2026-06-16,207500,340000,-38.97%
1667.HK,DIMMI LIFE HLDG,迪米生活控股,2026-06-17,2026-06-16,110000,180000,-38.89%
9992.HK,POP MART,泡泡玛特,2026-06-17,2026-06-16,11812944,19310176,-38.83%
6699.HK,ANGELALIGN,时代天使,2026-06-17,2026-06-16,295339,482190,-38.75%
0169.HK,WANDA HOTEL DEV,万达酒店发展,2026-06-17,2026-06-16,3683000,6007000,-38.69%
1651.HK,TSUGAMI CHINA,津上机床中国,2026-06-17,2026-06-16,975443,1590059,-38.65%
6869.HK,YOFC,长飞光纤光缆,2026-06-17,2026-06-16,20405759,14718303,+38.64%
6939.HK,MEGAIN,美佳音控股,2026-06-17,2026-06-16,610000,440000,+38.64%
8178.HK,CHINA INFO TECH,中国信息科技,2026-06-17,2026-06-16,156000,254236,-38.64%
0124.HK,GD LAND,粤海置地,2026-06-17,2026-06-16,310235,504560,-38.51%
1818.HK,ZHAOJIN MINING,招金矿业,2026-06-17,2026-06-16,11419664,18561768,-38.48%
0323.HK,MAANSHAN IRON,马鞍山钢铁股份,2026-06-17,2026-06-16,10843810,7834000,+38.42%
6865.HK,FLAT GLASS,福莱特玻璃,2026-06-17,2026-06-16,2201556,3569000,-38.31%
1126.HK,DREAM INT'L,德林国际,2026-06-17,2026-06-16,365500,592500,-38.31%
1137.HK,HK TECH VENTURE,香港科技探索,2026-06-17,2026-06-16,623000,1009000,-38.26%
0857.HK,PETROCHINA,中国石油股份,2026-06-17,2026-06-16,79410624,128583370,-38.24%
1715.HK,AI HEALTH TECH,智慧健康科技,2026-06-17,2026-06-16,210000,340000,-38.24%
1686.HK,SUNEVISION,新意网集团,2026-06-17,2026-06-16,5328267,8616333,-38.16%
1709.HK,DL HOLDINGS GP,德林控股,2026-06-17,2026-06-16,2781000,4495000,-38.13%
1638.HK,KAISA GROUP,佳兆业集团,2026-06-17,2026-06-16,11768000,18940507,-37.87%
1286.HK,IMPRO PRECISION,鹰普精密,2026-06-17,2026-06-16,3765530,6058596,-37.85%
1691.HK,JS GLOBAL LIFE,ＪＳ环球生活,2026-06-17,2026-06-16,4024000,6474000,-37.84%
1516.HK,SUNAC SERVICES,融创服务,2026-06-17,2026-06-16,4529064,7283565,-37.82%
0933.HK,VIVA GOODS,非凡领越,2026-06-17,2026-06-16,1642000,1192000,+37.75%
1898.HK,CHINA COAL,中煤能源,2026-06-17,2026-06-16,15549300,11291023,+37.71%
0337.HK,GREENLAND HK,绿地香港,2026-06-17,2026-06-16,205600,330000,-37.70%
1233.HK,TIMES CHINA,时代中国控股,2026-06-17,2026-06-16,389000,283000,+37.46%
0081.HK,CH OVS G OCEANS,中国海外宏洋集团,2026-06-17,2026-06-16,4292000,6833000,-37.19%
1152.HK,MOMENTUM FIN,正乾金融控股,2026-06-17,2026-06-16,8578000,13642000,-37.12%
9926.HK,AKESO,康方生物,2026-06-17,2026-06-16,10427477,16577974,-37.10%
6136.HK,KANGDA ENV,康达环保,2026-06-17,2026-06-16,1126000,822000,+36.98%
6036.HK,APEX ACE HLDG,光丽科技,2026-06-17,2026-06-16,1620000,2565000,-36.84%
0728.HK,CHINA TELECOM,中国电信,2026-06-17,2026-06-16,67089200,106196530,-36.83%
1858.HK,CHUNLI MEDICAL,春立医疗,2026-06-17,2026-06-16,686750,1087000,-36.82%
2162.HK,KEYMED BIO-B,康诺亚－Ｂ,2026-06-17,2026-06-16,2285066,1672340,+36.64%
2231.HK,JY GRANDMARK,景业名邦集团,2026-06-17,2026-06-16,4461000,7023000,-36.48%
6818.HK,CEB BANK,中国光大银行,2026-06-17,2026-06-16,15124000,23718500,-36.24%
0387.HK,LEEPORT(HOLD),力丰（集团）,2026-06-17,2026-06-16,234000,172000,+36.05%
2377.HK,BOQI ENV,博奇环保,2026-06-17,2026-06-16,151000,235735,-35.95%
0717.HK,EMPEROR CAPITAL,英皇资本,2026-06-17,2026-06-16,11076000,8148000,+35.94%
3877.HK,CSSC SHIPPING,中国船舶租赁,2026-06-17,2026-06-16,16049400,25038380,-35.90%
9688.HK,ZAI LAB,再鼎医药,2026-06-17,2026-06-16,7907231,12330300,-35.87%
0874.HK,BAIYUNSHAN PH,白云山,2026-06-17,2026-06-16,690100,1074000,-35.74%
0189.HK,DONGYUE GROUP,东岳集团,2026-06-17,2026-06-16,66305158,103102826,-35.69%
1655.HK,OKURA HOLDINGS,OKURA HOLDINGS,2026-06-17,2026-06-16,10265000,15930000,-35.56%
2669.HK,CHINA OVS PPT,中海物业,2026-06-17,2026-06-16,12490000,9217900,+35.50%
0288.HK,WH GROUP,万洲国际,2026-06-17,2026-06-16,34162391,25220574,+35.45%
2885.HK,PEIPORT HOLD,彼岸控股,2026-06-17,2026-06-16,184000,284000,-35.21%
6185.HK,CANSINOBIO,康希诺生物,2026-06-17,2026-06-16,393100,606400,-35.17%
1389.HK,MAJOR HLDGS,美捷汇控股,2026-06-17,2026-06-16,288000,444000,-35.14%
3888.HK,KINGSOFT,金山软件,2026-06-17,2026-06-16,8703362,13381902,-34.96%
1372.HK,C CARBONNEUTRAL,中国碳中和,2026-06-17,2026-06-16,449000,690000,-34.93%
6823.HK,HKT-SS,香港电讯－ＳＳ,2026-06-17,2026-06-16,4903680,7531332,-34.89%
3369.HK,QHD PORT,秦港股份,2026-06-17,2026-06-16,457000,701500,-34.85%
1788.HK,GUOTAI JUNAN I,国泰君安国际,2026-06-17,2026-06-16,47540164,35290000,+34.71%
3933.HK,UNITED LAB,联邦制药,2026-06-17,2026-06-16,4232000,6474230,-34.63%
2319.HK,MENGNIU DAIRY,蒙牛乳业,2026-06-17,2026-06-16,12031078,18404634,-34.63%
0434.HK,BOYAA,博雅互动,2026-06-17,2026-06-16,1070000,1627000,-34.23%
0914.HK,CONCH CEMENT,海螺水泥,2026-06-17,2026-06-16,5315733,3960456,+34.22%
6049.HK,POLY PPT SER,保利物业,2026-06-17,2026-06-16,429000,651800,-34.18%
8196.HK,FUTIAN HOLDINGS,福田股份,2026-06-17,2026-06-16,1384000,1032000,+34.11%
0784.HK,LING YUI,凌锐控股,2026-06-17,2026-06-16,1820000,2760000,-34.06%
0291.HK,CHINA RES BEER,华润啤酒,2026-06-17,2026-06-16,10076796,15280896,-34.06%
2338.HK,WEICHAI POWER,潍柴动力,2026-06-17,2026-06-16,17087635,25762160,-33.67%
2232.HK,CRYSTAL INTL,晶苑国际,2026-06-17,2026-06-16,3619500,2710030,+33.56%
0030.HK,YNBY INTL,云白国际,2026-06-17,2026-06-16,1506000,1128000,+33.51%
9990.HK,ARCHOSAUR GAMES,祖龙娱乐,2026-06-17,2026-06-16,284000,427000,-33.49%
1658.HK,PSBC,邮储银行,2026-06-17,2026-06-16,52479350,39358214,+33.34%
1416.HK,CTR HOLDINGS,CTR HOLDINGS,2026-06-17,2026-06-16,240000,180000,+33.33%
3329.HK,BOCOM INTL,交银国际,2026-06-17,2026-06-16,3760232,2821322,+33.28%
1368.HK,XTEP INT'L,特步国际,2026-06-17,2026-06-16,6522506,9728500,-32.95%
1647.HK,GRANDSHORES,雄岸科技,2026-06-17,2026-06-16,465000,350000,+32.86%
1936.HK,RITAMIX,利特米,2026-06-17,2026-06-16,186000,140000,+32.86%
0860.HK,APOLLO FMG,ＡＰＯＬＬＯ出行,2026-06-17,2026-06-16,283800,213800,+32.74%
0934.HK,SINOPEC KANTONS,中石化冠德,2026-06-17,2026-06-16,3318000,2502000,+32.61%
0316.HK,OOIL,东方海外国际,2026-06-17,2026-06-16,868622,655042,+32.61%
0604.HK,SHENZHEN INVEST,深圳控股,2026-06-17,2026-06-16,5406000,4082000,+32.44%
1501.HK,INT MEDICAL,瑛泰医疗,2026-06-17,2026-06-16,163400,241800,-32.42%
3737.HK,ZHONGZHIPHARM,中智药业,2026-06-17,2026-06-16,316000,467000,-32.33%
7747.HK,,,2026-06-17,2026-06-16,15023755,11356148,+32.30%
0842.HK,LEOCH INT'L,理士国际,2026-06-17,2026-06-16,1089000,1607000,-32.23%
0865.HK,JIANDE INT'L,建德国际控股,2026-06-17,2026-06-16,2370800,3496000,-32.19%
2696.HK,HENLIUS,复宏汉霖,2026-06-17,2026-06-16,478349,362274,+32.04%
2899.HK,ZIJIN MINING,紫金矿业,2026-06-17,2026-06-16,43989661,64715320,-32.03%
1028.HK,C.BANNER,千百度,2026-06-17,2026-06-16,3729000,5481000,-31.96%
1122.HK,QINGLING MOTORS,庆铃汽车股份,2026-06-17,2026-06-16,308000,452000,-31.86%
0003.HK,HK & CHINA GAS,香港中华煤气,2026-06-17,2026-06-16,29652639,22493266,+31.83%
9901.HK,NEW ORIENTAL-S,新东方－Ｓ,2026-06-17,2026-06-16,2638055,3856506,-31.59%
1672.HK,ASCLETIS-B,歌礼制药－Ｂ,2026-06-17,2026-06-16,1341350,1959840,-31.56%
0679.HK,ASIA TELE-N-5K,亚洲联网（五千）,2026-06-17,2026-06-16,905400,1322500,-31.54%
1157.HK,ZOOMLION,中联重科,2026-06-17,2026-06-16,8836532,6718641,+31.52%
0833.HK,ALLTRONICS,华讯,2026-06-17,2026-06-16,3152000,4602000,-31.51%
2007.HK,COUNTRY GARDEN,碧桂园,2026-06-17,2026-06-16,256144110,372977894,-31.32%
1112.HK,H&H INTL HLDG,Ｈ＆Ｈ国际控股,2026-06-17,2026-06-16,1821001,2647000,-31.21%
2388.HK,BOC HONG KONG,中银香港,2026-06-17,2026-06-16,13903007,10601945,+31.14%
0990.HK,DEEP SOURCE,至源控股,2026-06-17,2026-06-16,17750000,13552250,+30.97%
0981.HK,SMIC,中芯国际,2026-06-17,2026-06-16,97503473,74473870,+30.92%
2339.HK,BWI INT'L,京西国际,2026-06-17,2026-06-16,1218000,1762400,-30.89%
0090.HK,PUXING ENERGY,普星能量,2026-06-17,2026-06-16,542000,784000,-30.87%
1030.HK,SEAZEN,新城发展,2026-06-17,2026-06-16,21678007,31358000,-30.87%
0811.HK,XINHUA WINSHARE,新华文轩,2026-06-17,2026-06-16,625000,904000,-30.86%
2777.HK,R&F PROPERTIES,富力地产,2026-06-17,2026-06-16,1353200,1954000,-30.75%
0821.HK,VC HOLDINGS,汇盈控股,2026-06-17,2026-06-16,456000,656000,-30.49%
0069.HK,SHANGRI-LA ASIA,香格里拉（亚洲）,2026-06-17,2026-06-16,522000,750800,-30.47%
0142.HK,FIRST PACIFIC,第一太平,2026-06-17,2026-06-16,4455998,3416000,+30.44%
0700.HK,TENCENT,腾讯控股,2026-06-17,2026-06-16,16962934,24323142,-30.26%
0853.HK,MICROPORT,微创医疗,2026-06-17,2026-06-16,7821000,11207015,-30.21%
0293.HK,CATHAY PAC AIR,国泰航空,2026-06-17,2026-06-16,10693097,15319408,-30.20%
2883.HK,CHINA OILFIELD,中海油田服务,2026-06-17,2026-06-16,6481913,4978336,+30.20%
0382.HK,EDVANTAGE GROUP,中汇集团,2026-06-17,2026-06-16,786776,1126061,-30.13%
